pathwayName,nextName,tag
Smooth Muscle Contraction,Neuronal System,NextStepParentPathway
VEGFR2 mediated cell proliferation,Neuronal System,NextStepParentPathway
CaM pathway,Neuronal System,NextStepParentPathway
CLEC7A (Dectin-1) induces NFAT activation,Neuronal System,NextStepParentPathway
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers,Neuronal System,NextStepParentPathway
"Inactivation, recovery and regulation of the phototransduction cascade",Neuronal System,NextStepParentPathway
RSK activation,Neuronal System,NextStepParentPathway
RAF/MAP kinase cascade,Neuronal System,NextStepParentPathway
Frs2-mediated activation,Neuronal System,NextStepParentPathway
RAF-independent MAPK1/3 activation,Neuronal System,NextStepParentPathway
PKA-mediated phosphorylation of CREB,Neuronal System,NextStepParentPathway
PKA activation in glucagon signalling,Neuronal System,NextStepParentPathway
GPER1 signaling,Neuronal System,NextStepParentPathway
G alpha (z) signalling events,Neuronal System,NextStepParentPathway
Vasopressin regulates renal water homeostasis via Aquaporins,Neuronal System,NextStepParentPathway
DARPP-32 events,Neuronal System,NextStepParentPathway
G alpha (s) signalling events,Neuronal System,NextStepParentPathway
PKA activation,Neuronal System,NextStepParentPathway
ADORA2B mediated anti-inflammatory cytokines production,Neuronal System,NextStepParentPathway
Long-term potentiation,Neuronal System,NextStepParentPathway
Common Pathway of Fibrin Clot Formation,Defective factor VIII causes hemophilia A,NextStepParentPathway
Intrinsic Pathway of Fibrin Clot Formation,Defective factor VIII causes hemophilia A,NextStepParentPathway
Integration of provirus,Integration of provirus,NextStepParentPathway
Iron uptake and transport,Iron uptake and transport,NextStepParentPathway
Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,Phase II - Conjugation of compounds,NextStepParentPathway
Heme degradation,Phase II - Conjugation of compounds,NextStepParentPathway
Transport of nucleotide sugars,Phase II - Conjugation of compounds,NextStepParentPathway
"Formation of the active cofactor, UDP-glucuronate",Phase II - Conjugation of compounds,NextStepParentPathway
Aspirin ADME,Phase II - Conjugation of compounds,NextStepParentPathway
Glycogen synthesis,Phase II - Conjugation of compounds,NextStepParentPathway
Glycogen breakdown (glycogenolysis),Phase II - Conjugation of compounds,NextStepParentPathway
CYP2E1 reactions,Phase II - Conjugation of compounds,NextStepParentPathway
Glutathione synthesis and recycling,Phase II - Conjugation of compounds,NextStepParentPathway
Aflatoxin activation and detoxification,Phase II - Conjugation of compounds,NextStepParentPathway
Xenobiotics,Phase II - Conjugation of compounds,NextStepParentPathway
APAP ADME,Phase II - Conjugation of compounds,NextStepParentPathway
Transport and metabolism of PAPS,Phase II - Conjugation of compounds,NextStepParentPathway
Choline catabolism,Phase II - Conjugation of compounds,NextStepParentPathway
Sulfur amino acid metabolism,Phase II - Conjugation of compounds,NextStepParentPathway
Metabolism of folate and pterines,Phase II - Conjugation of compounds,NextStepParentPathway
Methionine salvage pathway,Phase II - Conjugation of compounds,NextStepParentPathway
Cobalamin (Cbl) metabolism,Phase II - Conjugation of compounds,NextStepParentPathway
Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks,DNA Double-Strand Break Repair,NextStepParentPathway
Processing of DNA double-strand break ends,DNA Double-Strand Break Repair,NextStepParentPathway
DNA Double-Strand Break Repair,DNA Double-Strand Break Repair,NextStepParentPathway
DNA Damage/Telomere Stress Induced Senescence,DNA Double-Strand Break Repair,NextStepParentPathway
Sensing of DNA Double Strand Breaks,DNA Double-Strand Break Repair,NextStepParentPathway
Presynaptic phase of homologous DNA pairing and strand exchange,DNA Double-Strand Break Repair,NextStepParentPathway
Homologous DNA Pairing and Strand Exchange,DNA Double-Strand Break Repair,NextStepParentPathway
HDR through Homologous Recombination (HRR),DNA Double-Strand Break Repair,NextStepParentPathway
G2/M DNA damage checkpoint,DNA Double-Strand Break Repair,NextStepParentPathway
"SUMO is transferred from E1 to E2 (UBE2I, UBC9)",DNA Double-Strand Break Repair,NextStepParentPathway
Regulation of TP53 Expression,DNA Double-Strand Break Repair,NextStepParentPathway
Translation of Structural Proteins,Translation of Structural Proteins,NextStepParentPathway
TICAM1-dependent activation of IRF3/IRF7,TICAM1-dependent activation of IRF3/IRF7,NextStepParentPathway
Cargo recognition for clathrin-mediated endocytosis,Membrane Trafficking,NextStepParentPathway
COPII-mediated vesicle transport,Membrane Trafficking,NextStepParentPathway
Cargo concentration in the ER,Membrane Trafficking,NextStepParentPathway
Golgi Associated Vesicle Biogenesis,Membrane Trafficking,NextStepParentPathway
Lysosome Vesicle Biogenesis,Membrane Trafficking,NextStepParentPathway
trans-Golgi Network Vesicle Budding,Membrane Trafficking,NextStepParentPathway
Activation of PKB,Membrane Trafficking,NextStepParentPathway
Regulation of MITF-M-dependent genes involved in pigmentation,Membrane Trafficking,NextStepParentPathway
CD28 dependent PI3K/Akt signaling,Membrane Trafficking,NextStepParentPathway
Macroautophagy,Membrane Trafficking,NextStepParentPathway
PI3K/AKT Signaling,Membrane Trafficking,NextStepParentPathway
SARS-CoV-2 targets host intracellular signalling and regulatory pathways,Membrane Trafficking,NextStepParentPathway
VEGFR2 mediated vascular permeability,Membrane Trafficking,NextStepParentPathway
SARS-CoV-2 targets PDZ proteins in cell-cell junction,Membrane Trafficking,NextStepParentPathway
EGR2 and SOX10-mediated initiation of Schwann cell myelination,Membrane Trafficking,NextStepParentPathway
Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,Membrane Trafficking,NextStepParentPathway
Gap junction assembly,Membrane Trafficking,NextStepParentPathway
Oligomerization of connexins into connexons,Membrane Trafficking,NextStepParentPathway
Transport of connexins along the secretory pathway,Membrane Trafficking,NextStepParentPathway
Formation of annular gap junctions,Membrane Trafficking,NextStepParentPathway
Signaling by VEGF,Signal amplification,NextStepParentPathway
Prostanoid ligand receptors,Signal amplification,NextStepParentPathway
P2Y receptors,Signal amplification,NextStepParentPathway
Platelet sensitization by LDL,Signal amplification,NextStepParentPathway
Reuptake of GABA,"GABA synthesis, release, reuptake and degradation",NextStepParentPathway
SLC-mediated transport of neurotransmitters,"GABA synthesis, release, reuptake and degradation",NextStepParentPathway
Proton-coupled monocarboxylate transport,SLC-mediated transport of organic anions,NextStepParentPathway
Organic anion transport by SLC22 transporters,SLC-mediated transport of organic anions,NextStepParentPathway
Gluconeogenesis,SLC-mediated transport of organic anions,NextStepParentPathway
Sulfide oxidation to sulfate,SLC-mediated transport of organic anions,NextStepParentPathway
Sialic acid metabolism,SLC-mediated transport of organic anions,NextStepParentPathway
Citric acid cycle (TCA cycle),SLC-mediated transport of organic anions,NextStepParentPathway
Synthesis of PC,SLC-mediated transport of organic anions,NextStepParentPathway
Neurotransmitter clearance,SLC-mediated transport of organic anions,NextStepParentPathway
Organic anion transport by SLC5/17/25 transporters,SLC-mediated transport of organic anions,NextStepParentPathway
Pyruvate metabolism,SLC-mediated transport of organic anions,NextStepParentPathway
Aspirin ADME,SLC-mediated transport of organic anions,NextStepParentPathway
Nicotinate metabolism,SLC-mediated transport of organic anions,NextStepParentPathway
Recycling of bile acids and salts,SLC-mediated transport of organic anions,NextStepParentPathway
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Toll Like Receptor 4 (TLR4) Cascade,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Toll Like Receptor TLR1:TLR2 Cascade,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
MyD88 cascade initiated on plasma membrane,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Regulation of TLR by endogenous ligand,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Synthesis of PIPs at the plasma membrane,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Toll Like Receptor TLR6:TLR2 Cascade,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
TAK1-dependent IKK and NF-kappa-B activation,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
SARS-CoV-2 activates/modulates innate and adaptive immune responses,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
NOD1/2 Signaling Pathway,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Interleukin-1 signaling,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
TRAF6-mediated induction of TAK1 complex within TLR4 complex,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Oxidative Stress Induced Senescence,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
"TICAM1,TRAF6-dependent induction of TAK1 complex",Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
IRAK2 mediated activation of TAK1 complex,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Senescence-Associated Secretory Phenotype (SASP),Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Gastrin-CREB signalling pathway via PKC and MAPK,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
NCAM signaling for neurite out-growth,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
ERK/MAPK targets,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
RAF/MAP kinase cascade,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
FCERI mediated MAPK activation,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
activated TAK1 mediates p38 MAPK activation,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
RAF-independent MAPK1/3 activation,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Signalling to ERK5,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Frs2-mediated activation,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
MyD88:MAL(TIRAP) cascade initiated on plasma membrane,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
TRAF6 mediated NF-kB activation,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
ALPK1 signaling pathway,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
RIP-mediated NFkB activation via ZBP1,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
G2/M DNA damage checkpoint,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Stabilization of p53,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Ligand-dependent caspase activation,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
Regulation of TP53 Activity through Phosphorylation,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
TLR3-mediated TICAM1-dependent programmed cell death,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
TRIF-mediated programmed cell death,Toll Like Receptor TLR1:TLR2 Cascade,NextStepParentPathway
"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling",Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
Toll Like Receptor 4 (TLR4) Cascade,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
Toll Like Receptor TLR1:TLR2 Cascade,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
MyD88 cascade initiated on plasma membrane,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
Regulation of TLR by endogenous ligand,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
Synthesis of PIPs at the plasma membrane,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
Toll Like Receptor TLR6:TLR2 Cascade,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
TAK1-dependent IKK and NF-kappa-B activation,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
SARS-CoV-2 activates/modulates innate and adaptive immune responses,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
NOD1/2 Signaling Pathway,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
Interleukin-1 signaling,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
TRAF6-mediated induction of TAK1 complex within TLR4 complex,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
Oxidative Stress Induced Senescence,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
"TICAM1,TRAF6-dependent induction of TAK1 complex",Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
IRAK2 mediated activation of TAK1 complex,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
Senescence-Associated Secretory Phenotype (SASP),Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
Gastrin-CREB signalling pathway via PKC and MAPK,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
NCAM signaling for neurite out-growth,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
ERK/MAPK targets,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
RAF/MAP kinase cascade,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
FCERI mediated MAPK activation,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
activated TAK1 mediates p38 MAPK activation,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
RAF-independent MAPK1/3 activation,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
Signalling to ERK5,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
Frs2-mediated activation,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
MyD88:MAL(TIRAP) cascade initiated on plasma membrane,Toll Like Receptor TLR6:TLR2 Cascade,NextStepParentPathway
